Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,94.19,1.77,49.79
4.94,99.90,1.59,57.92
5.97,80.50,1.71,46.81
7.01,80.27,2.73,60.70
8.07,85.25,1.84,54.27
9.11,86.40,1.32,50.38
10.14,100.71,1.24,53.64
11.18,95.90,1.38,58.56
12.25,87.43,1.32,54.11
13.28,78.42,1.46,53.17
14.31,86.89,2.65,76.06
15.35,85.54,2.12,64.10
16.35,87.16,3.03,55.43
17.42,98.16,3.92,58.68
18.45,98.37,2.69,55.41
19.49,93.11,1.82,60.68
20.52,98.23,1.52,62.70
21.59,98.54,1.88,61.33
22.62,96.02,2.91,80.80
23.66,85.93,1.23,64.71
24.69,89.07,2.70,52.80
25.76,90.50,2.68,63.89
26.79,95.66,1.57,65.02
27.83,80.12,1.58,59.99
28.83,89.00,1.22,60.28
29.83,82.87,0.96,61.25
30.86,89.38,1.27,69.34
31.90,87.72,1.39,71.59
32.93,87.41,1.10,67.42
33.93,82.47,1.72,61.20
