Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,100.52,1.77,49.79
4.57,99.90,1.59,57.92
4.80,102.64,1.71,46.81
5.14,84.71,2.73,60.70
6.17,103.74,1.84,54.27
6.54,100.50,1.32,50.38
6.77,96.46,1.24,53.64
7.01,97.66,1.38,58.56
7.24,95.91,1.32,54.11
7.54,99.39,1.46,53.17
7.71,99.39,2.65,76.06
7.94,103.04,2.12,64.10
8.21,90.60,3.03,55.43
8.48,101.68,3.92,58.68
8.71,103.89,2.69,55.41
8.98,99.49,1.82,60.68
9.21,103.83,1.52,62.70
9.44,99.90,1.88,61.33
9.68,110.24,2.91,80.80
9.91,98.07,1.23,64.71
10.18,108.98,2.70,52.80
10.44,99.90,2.68,63.89
10.71,108.23,1.57,65.02
10.94,100.88,1.58,59.99
11.21,104.48,1.22,60.28
11.48,100.54,0.96,61.25
11.71,106.90,1.27,69.34
11.98,103.28,1.39,71.59
12.21,102.63,1.10,67.42
12.45,102.25,1.72,61.20
12.68,107.70,1.74,60.96
12.91,95.86,1.23,60.44
13.15,109.57,1.91,64.29
13.38,99.90,2.61,50.79
13.61,109.57,1.01,46.16
13.85,106.77,1.32,49.36
14.05,110.07,1.35,54.53
14.28,97.92,1.62,46.03
14.51,103.86,1.09,41.52
14.71,104.87,1.42,48.62
14.95,104.61,0.86,43.89
15.18,101.79,1.74,44.53
15.45,101.79,0.89,46.86
15.68,106.09,1.68,46.15
15.78,90.58,1.70,51.44
16.02,98.78,1.22,57.09
16.25,97.12,1.89,45.93
16.48,95.41,1.72,45.24
16.72,99.69,1.24,45.58
17.75,101.87,1.05,44.96
18.12,104.03,1.27,52.38
18.28,94.77,1.60,49.53
18.45,97.14,1.27,50.80
18.62,97.86,2.28,46.45
18.75,102.50,1.56,54.91
18.95,103.37,1.33,55.83
18.99,103.87,1.07,53.10
19.29,101.20,1.82,67.62
19.45,95.56,3.01,56.48
20.02,102.83,1.87,52.82
20.79,102.25,0.96,52.74
21.76,105.58,1.05,50.59
22.72,99.71,0.77,50.05
23.72,103.44,1.28,50.54
24.69,105.92,0.60,52.11
25.66,104.51,1.55,58.59
26.63,106.68,1.99,54.27
27.63,106.08,1.28,56.07
28.56,107.51,1.06,56.45
29.53,106.94,0.82,58.21
30.60,104.30,1.17,65.05
31.63,106.28,1.88,71.03
32.57,104.03,2.23,61.56
33.60,102.32,3.15,51.77
