Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.94,99.90,1.77,49.79
5.97,91.39,1.59,57.92
7.01,98.22,1.71,46.81
8.04,98.48,2.73,60.70
9.11,98.67,1.84,54.27
10.14,100.98,1.32,50.38
11.18,113.97,1.24,53.64
12.21,103.17,1.38,58.56
13.21,101.14,1.32,54.11
14.25,103.52,1.46,53.17
15.25,104.12,2.65,76.06
16.25,104.31,2.12,64.10
17.28,102.28,3.03,55.43
18.28,99.21,3.92,58.68
19.32,102.07,2.69,55.41
20.35,105.59,1.82,60.68
21.35,97.97,1.52,62.70
22.39,96.53,1.88,61.33
23.42,100.63,2.91,80.80
24.46,101.88,1.23,64.71
25.53,99.31,2.70,52.80
26.56,102.89,2.68,63.89
27.59,101.37,1.57,65.02
28.63,99.18,1.58,59.99
29.70,103.46,1.22,60.28
30.73,101.50,0.96,61.25
31.77,99.67,1.27,69.34
32.77,99.35,1.39,71.59
33.83,98.25,1.10,67.42
34.87,100.15,1.72,61.20
35.90,101.04,1.74,60.96
