Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.57,103.45,1.77,49.79
6.57,98.28,1.59,57.92
7.60,103.47,1.71,46.81
8.60,107.18,2.73,60.70
9.60,106.94,1.84,54.27
10.60,106.43,1.32,50.38
11.60,104.85,1.24,53.64
12.60,101.78,1.38,58.56
13.60,106.18,1.32,54.11
14.60,103.20,1.46,53.17
15.67,103.06,2.65,76.06
16.67,99.54,2.12,64.10
17.70,100.35,3.03,55.43
18.73,99.76,3.92,58.68
19.77,107.30,2.69,55.41
20.83,107.62,1.82,60.68
21.87,102.41,1.52,62.70
22.90,103.22,1.88,61.33
23.93,104.93,2.91,80.80
25.00,103.11,1.23,64.71
26.00,107.29,2.70,52.80
27.03,106.43,2.68,63.89
28.07,103.83,1.57,65.02
29.10,102.35,1.58,59.99
30.17,103.02,1.22,60.28
31.20,101.99,0.96,61.25
32.20,102.90,1.27,69.34
33.20,105.15,1.39,71.59
34.20,104.79,1.10,67.42
35.20,103.52,1.72,61.20
36.20,105.71,1.74,60.96
37.23,103.29,1.23,60.44
