Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,100.16,1.77,49.79
4.94,111.00,1.59,57.92
5.97,94.35,1.71,46.81
7.04,93.19,2.73,60.70
8.07,91.14,1.84,54.27
9.11,91.82,1.32,50.38
10.14,94.59,1.24,53.64
11.21,93.79,1.38,58.56
12.25,87.99,1.32,54.11
13.28,95.75,1.46,53.17
14.31,91.51,2.65,76.06
15.38,88.06,2.12,64.10
16.42,92.21,3.03,55.43
17.45,87.95,3.92,58.68
18.49,90.96,2.69,55.41
19.49,94.40,1.82,60.68
20.52,97.47,1.52,62.70
21.55,92.98,1.88,61.33
22.59,99.12,2.91,80.80
23.62,89.05,1.23,64.71
24.69,93.32,2.70,52.80
25.73,95.17,2.68,63.89
26.76,96.50,1.57,65.02
27.79,97.61,1.58,59.99
28.86,98.46,1.22,60.28
29.90,98.26,0.96,61.25
30.93,99.67,1.27,69.34
31.97,97.59,1.39,71.59
33.03,97.68,1.10,67.42
34.07,98.25,1.72,61.20
35.10,97.73,1.74,60.96
36.14,96.08,1.23,60.44
37.20,98.32,1.91,64.29
38.24,96.29,2.61,50.79
