Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.33,100.80,1.77,49.79
5.53,86.97,1.59,57.92
6.57,85.63,1.71,46.81
7.60,84.24,2.73,60.70
8.67,92.40,1.84,54.27
9.70,89.28,1.32,50.38
10.73,93.09,1.24,53.64
11.77,89.13,1.38,58.56
12.83,91.95,1.32,54.11
13.87,94.64,1.46,53.17
14.90,88.03,2.65,76.06
15.93,82.39,2.12,64.10
17.00,84.60,3.03,55.43
18.03,93.00,3.92,58.68
19.07,99.28,2.69,55.41
20.10,99.99,1.82,60.68
21.17,103.87,1.52,62.70
22.20,105.10,1.88,61.33
23.23,94.77,2.91,80.80
24.27,100.58,1.23,64.71
25.33,103.35,2.70,52.80
26.37,99.92,2.68,63.89
27.37,101.37,1.57,65.02
28.40,96.77,1.58,59.99
29.43,100.86,1.22,60.28
30.50,103.27,0.96,61.25
31.53,104.02,1.27,69.34
32.57,99.79,1.39,71.59
33.60,101.29,1.10,67.42
34.67,98.79,1.72,61.20
