Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.17,111.75,1.77,49.79
5.34,113.13,1.59,57.92
6.31,108.32,1.71,46.81
7.34,106.77,2.73,60.70
8.38,104.76,1.84,54.27
9.44,106.36,1.32,50.38
10.48,106.96,1.24,53.64
11.48,103.32,1.38,58.56
12.51,106.94,1.32,54.11
13.55,109.88,1.46,53.17
14.58,97.02,2.65,76.06
15.65,90.38,2.12,64.10
16.65,91.66,3.03,55.43
17.58,104.03,3.92,58.68
18.59,100.73,2.69,55.41
19.62,97.26,1.82,60.68
20.62,102.57,1.52,62.70
21.62,99.07,1.88,61.33
22.62,100.71,2.91,80.80
23.59,97.50,1.23,64.71
24.66,98.70,2.70,52.80
25.69,103.10,2.68,63.89
26.73,104.32,1.57,65.02
27.76,105.71,1.58,59.99
28.80,104.41,1.22,60.28
29.76,104.40,0.96,61.25
30.80,105.37,1.27,69.34
31.80,103.17,1.39,71.59
32.80,104.11,1.10,67.42
33.80,102.61,1.72,61.20
34.80,103.93,1.74,60.96
35.80,102.63,1.23,60.44
36.80,103.80,1.91,64.29
37.80,106.27,2.61,50.79
38.81,103.39,1.01,46.16
39.81,102.59,1.32,49.36
