Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,98.83,1.77,49.79
5.14,58.01,1.59,57.92
6.14,102.75,1.71,46.81
7.17,99.31,2.73,60.70
8.21,103.39,1.84,54.27
9.21,104.40,1.32,50.38
10.24,107.38,1.24,53.64
11.28,106.24,1.38,58.56
12.28,108.05,1.32,54.11
13.28,106.68,1.46,53.17
14.28,99.00,2.65,76.06
15.28,98.06,2.12,64.10
16.28,96.98,3.03,55.43
17.28,99.22,3.92,58.68
18.28,94.90,2.69,55.41
19.29,99.90,1.82,60.68
20.29,94.82,1.52,62.70
21.29,96.12,1.88,61.33
22.29,99.27,2.91,80.80
23.29,99.90,1.23,64.71
24.29,100.30,2.70,52.80
25.29,103.82,2.68,63.89
26.29,102.63,1.57,65.02
27.29,104.55,1.58,59.99
28.29,103.35,1.22,60.28
29.33,103.35,0.96,61.25
30.33,101.61,1.27,69.34
31.33,101.46,1.39,71.59
32.33,101.50,1.10,67.42
33.33,101.58,1.72,61.20
34.33,99.77,1.74,60.96
35.34,100.83,1.23,60.44
36.34,99.70,1.91,64.29
37.34,102.45,2.61,50.79
38.34,103.21,1.01,46.16
39.34,101.82,1.32,49.36
