Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.07,102.58,1.77,49.79
5.24,105.85,1.59,57.92
6.24,118.42,1.71,46.81
7.24,116.83,2.73,60.70
8.27,108.48,1.84,54.27
9.34,107.31,1.32,50.38
10.38,112.76,1.24,53.64
11.41,113.40,1.38,58.56
12.45,114.17,1.32,54.11
13.51,116.96,1.46,53.17
14.55,106.75,2.65,76.06
15.58,108.21,2.12,64.10
16.62,111.57,3.03,55.43
17.68,103.51,3.92,58.68
18.72,106.81,2.69,55.41
19.75,105.18,1.82,60.68
20.79,108.64,1.52,62.70
21.86,109.78,1.88,61.33
22.89,108.32,2.91,80.80
23.92,108.00,1.23,64.71
24.96,106.02,2.70,52.80
26.03,104.19,2.68,63.89
27.06,106.18,1.57,65.02
28.09,103.21,1.58,59.99
29.13,105.34,1.22,60.28
30.20,104.36,0.96,61.25
31.23,100.43,1.27,69.34
32.27,102.19,1.39,71.59
33.27,100.52,1.10,67.42
34.30,105.03,1.72,61.20
