Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.10,105.71,1.77,49.79
5.27,104.63,1.59,57.92
6.27,108.28,1.71,46.81
7.31,99.39,2.73,60.70
8.34,103.54,1.84,54.27
9.41,102.00,1.32,50.38
10.44,101.68,1.24,53.64
11.48,100.22,1.38,58.56
12.51,100.50,1.32,54.11
13.58,96.02,1.46,53.17
14.58,88.58,2.65,76.06
15.62,96.34,2.12,64.10
16.65,97.91,3.03,55.43
17.72,98.07,3.92,58.68
18.75,100.86,2.69,55.41
19.79,98.44,1.82,60.68
20.82,100.06,1.52,62.70
21.89,101.46,1.88,61.33
22.92,100.80,2.91,80.80
23.96,101.99,1.23,64.71
24.99,101.92,2.70,52.80
25.99,98.25,2.68,63.89
27.03,102.12,1.57,65.02
28.06,101.05,1.58,59.99
29.10,103.13,1.22,60.28
30.13,104.42,0.96,61.25
31.20,102.37,1.27,69.34
32.23,102.61,1.39,71.59
33.27,102.72,1.10,67.42
