Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.87,89.91,1.77,49.79
5.91,92.01,1.59,57.92
6.94,97.25,1.71,46.81
8.01,97.73,2.73,60.70
9.04,104.48,1.84,54.27
10.08,94.78,1.32,50.38
11.11,92.25,1.24,53.64
12.18,94.56,1.38,58.56
13.21,97.01,1.32,54.11
14.25,93.76,1.46,53.17
15.28,101.17,2.65,76.06
16.35,99.66,2.12,64.10
17.38,108.18,3.03,55.43
18.42,106.17,3.92,58.68
19.45,100.62,2.69,55.41
20.52,91.71,1.82,60.68
21.55,91.74,1.52,62.70
22.59,95.62,1.88,61.33
23.62,94.46,2.91,80.80
24.69,96.49,1.23,64.71
25.73,90.68,2.70,52.80
26.76,91.11,2.68,63.89
27.79,92.10,1.57,65.02
28.86,94.03,1.58,59.99
29.90,91.01,1.22,60.28
30.93,84.87,0.96,61.25
31.97,89.24,1.27,69.34
33.03,88.09,1.39,71.59
34.07,89.85,1.10,67.42
35.10,90.46,1.72,61.20
36.14,93.01,1.74,60.96
37.20,90.92,1.23,60.44
