Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.77,137.57,1.77,49.79
5.84,133.58,1.59,57.92
6.87,113.72,1.71,46.81
7.87,122.21,2.73,60.70
8.91,119.68,1.84,54.27
9.98,118.58,1.32,50.38
11.01,116.91,1.24,53.64
12.05,110.32,1.38,58.56
13.08,114.58,1.32,54.11
14.15,106.29,1.46,53.17
15.18,111.37,2.65,76.06
16.22,105.04,2.12,64.10
17.25,106.41,3.03,55.43
18.32,104.66,3.92,58.68
19.35,112.41,2.69,55.41
20.39,110.14,1.82,60.68
21.42,98.74,1.52,62.70
22.49,107.29,1.88,61.33
23.52,108.36,2.91,80.80
24.56,106.93,1.23,64.71
25.53,104.06,2.70,52.80
26.56,103.35,2.68,63.89
27.63,111.87,1.57,65.02
28.66,106.33,1.58,59.99
29.66,104.86,1.22,60.28
30.63,108.47,0.96,61.25
31.70,105.42,1.27,69.34
32.73,107.00,1.39,71.59
33.77,105.20,1.10,67.42
34.80,105.91,1.72,61.20
35.87,102.79,1.74,60.96
36.90,110.61,1.23,60.44
37.94,107.40,1.91,64.29
38.97,107.44,2.61,50.79
