Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.27,105.44,1.77,49.79
5.51,110.52,1.59,57.92
6.54,104.23,1.71,46.81
7.57,101.56,2.73,60.70
8.61,98.68,1.84,54.27
9.68,103.15,1.32,50.38
10.71,97.50,1.24,53.64
11.75,103.45,1.38,58.56
12.78,112.17,1.32,54.11
13.85,111.98,1.46,53.17
14.88,112.13,2.65,76.06
15.92,115.75,2.12,64.10
16.95,108.29,3.03,55.43
18.02,105.73,3.92,58.68
19.05,110.86,2.69,55.41
20.09,112.06,1.82,60.68
21.12,106.69,1.52,62.70
22.19,111.04,1.88,61.33
23.22,104.77,2.91,80.80
24.26,103.26,1.23,64.71
25.29,107.29,2.70,52.80
26.36,103.16,2.68,63.89
27.39,107.84,1.57,65.02
28.43,107.64,1.58,59.99
29.46,110.55,1.22,60.28
30.53,106.99,0.96,61.25
31.56,109.96,1.27,69.34
32.60,104.58,1.39,71.59
33.63,106.41,1.10,67.42
34.70,105.94,1.72,61.20
35.74,100.99,1.74,60.96
36.77,105.10,1.23,60.44
37.80,106.75,1.91,64.29
38.87,106.63,2.61,50.79
39.91,106.13,1.01,46.16
