Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,106.09,1.77,49.79
5.13,101.69,1.59,57.92
6.20,104.67,1.71,46.81
7.23,96.02,2.73,60.70
8.27,100.04,1.84,54.27
9.30,84.63,1.32,50.38
10.37,92.67,1.24,53.64
11.40,94.51,1.38,58.56
12.43,100.98,1.32,54.11
13.47,105.66,1.46,53.17
14.53,106.25,2.65,76.06
15.57,100.52,2.12,64.10
16.60,97.23,3.03,55.43
17.63,102.49,3.92,58.68
18.70,105.67,2.69,55.41
19.73,107.77,1.82,60.68
20.77,107.56,1.52,62.70
21.80,101.39,1.88,61.33
22.87,103.61,2.91,80.80
23.90,101.33,1.23,64.71
24.93,103.93,2.70,52.80
25.97,105.77,2.68,63.89
27.03,104.74,1.57,65.02
28.07,102.77,1.58,59.99
29.10,103.15,1.22,60.28
30.13,102.22,0.96,61.25
